ReviewID,ReviewText,Sentiments
164070839,"Stayed one night first visit disappoint receive sub standard room ( 104 ) room obviously renovate - though hotel advertise safe every room none room room see web like . old TV - air con unit fall bite , carpet deco shabby , bathroom need grade .. dust mini bar room look like touch age .. stay renovate room really lovely realise room still require upgrade would think twice stay . shame .. also bar area hotel drink go dinner return ..",-1
603392325,"4 star hotel . 's 2 star hotel . Rooms break glass , closet door hole , dirty wall , bathroom 80 , dirty carpet . 's shame NH hotel . See picture attach .",-1
600954721,"Staffs extremely rude . go Pisa work trip close hotel internet site . stay two week row . first make payment hotel get receipt necessary , second weekend payment also make hotel , staff refuse give receipt , extremely rude close website . payment make hotel , responsibility hotel give receipt , do previous week . write hotel several time , contact website confirm hotel 's obligation provide receipt answer . Also , room small nothing comfortable . Sorry atitute . Never one NH !",-1
560798505,"colleague stay Hotel 5 night . hotel clean staff helpful . Unfortunately hotel hot water least two morning stay , complain one seem bother . room bite cold side . breakfast pretty poor , food ok cutlery occasion ask tea cup morning . Tables never clear dirty . n't think stay hotel plan next trip Pisa",-1
425257157,"hotel substandard service . manager charge even reckless unaccountable . hotel poor wifi mention many reviews.I want make sure people read review stay away hotel good.The water run tub even sink muddy brown color . complain water even wifi manger reluctant anything.His attitude & quot ; dont care & quot ; & quot ; cant anything & quot ; . top manger say wifi privilege . Seriously world live ? NH group give feedback service show little care customers.FOr amount pay call 4 start rat , messy place .",-1
178466671,"hotel book convenient railway station . Unfortunately proximity railway station mean also adjacent bus station - aware railway sound noise bus sit window intolerable almost entire night . compound noisy inefficient so-called air condition - window close cool air room . require book twin room . room two separate bed separate thickness bed sheet . constitute twin . Beds comfortable , especially noticeable no-one go sleep room . Service reception staff okay one night stay nothing polite efficiency - disinterested staff.Breakfast suit greasy bacon along usual fare .",-1
117806459,"arrive modern decor promise concierge initially helpful ... point stop interest ! quite early find u room nice thing except hideous , tiny , date , smelly dungeon thing delightful view hotel 's massive air-condition system . stuffy bc spite full view internal work hotel 's heat cool , aircon powerful great grandma 's breath . bathroom functional , , mouldy gross base shower , furthermore weird , rather cool stash bathroom goody tangerine lime look like belong hotel care . bed potentially comfy , even though 'd request twin room bc travel 8 y/o , get double really close king single spend night kick . Breaky good think except devastatingly include disgust percolate coffee 'stay hot ' thingie real coffee ... absolute sin Italy cause alone never go back . insanely easy reach station equally easy access airport via 5minutely bus front door highlight .... god sake n't go romantic getaway !",-1
140149399,greet like want 's huge problem hotel offer porter service lug bag room Room small breakfast best part information breakfast facility,-1
226033774,"stay one night family . book two room , one twin bed . arrival , possibility twin bed . Ok , offer u suite four people instead indeed loft live room low floor two bed two complete bathroom upper floor accesible spiral staircase . sound perfect . get room , airconditioning &  39 ; work . upper floor lovely loft-suite window street , fresh air . phone reception sir reception tell & quot ; feel , airconditionning work perfectly & quot ; . smile , course . insist , maintenance guy come indeed agree aircon &  39 ; work . like microwave oven ( August , Italy ) . phone reception exige another room . get unintelligible speech italian English , quite upset , italian style , finally hang cut short . felt like ..... ( imagine word ) . Finally , minute , receive another call tell , misteriously , another suite four people . visit aircon work perfectly , take . Frankly , Additionally area bad one . close station , crowd ... < /span > < span class= `` fullText hide `` data-hiddenOnPageLoad= `` true `` > stay one night family . book two room , one twin bed . arrival , possibility twin bed . Ok , offer u suite four people instead indeed loft live room low floor two bed two complete bathroom upper floor accesible spiral staircase . sound perfect . get room , airconditioning n't work . upper floor lovely loft-suite window street , fresh air . phone reception sir reception tell & quot ; feel , airconditionning work perfectly & quot ; . smile , course . insist , maintenance guy come indeed agree aircon n't work . like microwave oven ( August , Italy ) . phone reception exige another room . get unintelligible speech italian English , quite upset , italian style , finally hang cut short . felt like ..... ( imagine word ) . Finally , minute , receive another call tell , misteriously , another suite four people . visit aircon work perfectly , take . Frankly , Additionally area bad one . close station , crowd beggar strange people . Frankly , frustrate somebody cheat wide smile face . < /span > < span class= `` taLnk ulBlueLinks moreBtn `` onclick= `` widgetEvCall ( 'handlers.clickExpand ' , event , ) ; `` > < /span >",-1
547559146,"stay several NH Hotels previously hotel extremely disappoint . room ok - standard room bathroom bite tire grubby . water mark ceiling wall leak upper floor . tea make facility . Location fantastic though close station city centre . , disappoint disengage attitude reception staff lack bar/24 hour facility . vend area reception little stock : cup coffee ( despite request replenish ) , fresh fruit etc . ALWAYS enjoy stay NH Hotels time .",-1
547184204,"book non-smoking , & quot ; superior room & quot ; absolutely nothing superior - look photo . enter room , stink cigarette return reception ask different one . tell one employee & quot ; non-smoking room maybe people smoke & quot ; ( ? ? ? ) - ridiculous explanation 'd ever hear life . n't really interest solve problem return room keep window open time . n't smoke sleep stink room unpleasant . find numerous cigarette mark room ( see photo ) obviously smoke room way receptionist lie unprofessional simply rude . & quot ; superior & quot ; bed turn ugly black blanket & ; white sheet - neither comfortable hygienic . & quot ; superior & quot ; shower n't work . staff charge breakfast welcome really seem care breakfast rather poor - slice ham cheese , scramble egg , milk , yoghourt , croissant 's mainly . n't sound bad 's suppose 4-star hotel expect much . nutshell , ca n't imagine hotel 4 star , mind , experience base stay & quot ; superior & quot ; room , ca n't even imagine standard room look like . n't recommend hotel anyone , unless like rip .",-1
141447096,"... drive 6 hour across Italy , stay various style grade accommodation , greet receive hotel male receptionist class . enter build smile , tire , look best say , look disinterested dismissive manner , ask car park facility almost much answer audible polite manner . Undeterred stage return car duly find garage , helpful jovial young man aid assist u park . turn unusual moment service hotel offer . Upon return reception partner find man , watch female colleague appear speak English , subject star computer length time , give room would enable anyone enter luggage due constrict size , one pillow bed , , shower positive health hazard . ask princely sum 109 euro . Deciding enough enough approach say man reception greet disdain , offer another room . Amazingly ... < /span > < span class= `` fullText hide `` data-hiddenOnPageLoad= `` true `` > ... drive 6 hour across Italy , stay various style grade accommodation , greet receive hotel male receptionist class . enter build smile , tire , look best say , look disinterested dismissive manner , ask car park facility almost much answer audible polite manner . Undeterred stage return car duly find garage , helpful jovial young man aid assist u park . turn unusual moment service hotel offer . Upon return reception partner find man , watch female colleague appear speak English , subject star computer length time , give room would enable anyone enter luggage due constrict size , one pillow bed , , shower positive health hazard . ask princely sum 109 euro . Deciding enough enough approach say man reception greet disdain , offer another room . Amazingly bed big enough sleep two people , toiletry , bath air condition . could offer first instance ? bear remind place rudeness reception staff therefore end say food offer breakfast border bad eat anywhere Italy , service appal . However , collection car service first class ... sum 19 euro almost worth civility . Never would stay , would advise anyone else so . < /span > < span class= `` taLnk ulBlueLinks moreBtn `` onclick= `` widgetEvCall ( 'handlers.clickExpand ' , event , ) ; `` > < /span >",-1
206589849,hotel convenient train station nothing else . staff rude unwilling help . u wait lobby hour room ready . would recommend hotel anyone .,-1
475223829,"hotel reasonable many way : people polite helpful ; conveniently place station ; walk cathedral pass lovely centre city.However , air-condition work stay , room stifle . Two representation hotel staff , visit engineer , fail make difference . unconvincing excuse changeability weather . sleep window wide open able get sleep . able good .",-1
18759838,"fail book hotel advance one night Pisa . wife walk reception six year old enquire price room family four . quote 280 euro one night . Somewhat take aback walk late take brochure stand . call hotel book line offer family room 85 euro ! ( include breakfast ) However hotel barely worth price pay ! gloss reception din space room interior unchanged since early 1980 's . strong smell tobacco smoke . like old day ! Everything well past 's sell-by-date . write desk fall apart . room deep clean long time , ever . television & quot ; Antiques Road Show & quot ; quality.It four star hotel opinion . n't porter suppose take bag reception arrival four star ? ( heavy suitcase ) seem low staff number . receptionist staff seem remote disinterested . Breakfast OK . warm welcome arrive din room . Sorry , think 's important.Plan escape route emergency central fire escape staircase fire-check door floor . would form excellent smoke distribution system event fire would comply UK Building Regulations .",-1
18671009,Stayed hotel one night early flight . public area hotel nice however room terrible ! furniture cheap . carpet dirty electric dodgy . A/C work noisy bathroom recently instal need good clean - especially toilet . look review assume room still renovate however really disappoint pay 120 Euros . certainly never stay . well locate station area surround hotel bite seedy .,-1
189826094,"stay 3 day visit Pisa terrible experience , assume hotel good people travel business trip holiday stay , terrible , room far clean , altough , non-smokers , room smell like cigarette , breakfast , altough quite elaborate , good . hotel belong massive chain could sense . u personally , bad experience .",-1
311542508,come back trip tp Italy stay three night . stay superior room small . hate see standard room . bathroom clean bed could say far accommodation go . staff reception friendly helpful felt nuisance . breakfast ok . buffet style self service fair enough even drink machine decaffeinate coffee . choice quality Four star opinion . ask teapot tea bag pot boil water come teapot lid ! ! ! Also get even meal bar . sandwich machine cold drink . side hotel close railway station . take train ride Lucca thirty min away . also town easy walk away lean tower . Pisa beautiful place disappoint hotel . wall thin floor laminate could hear people walk room . tv room next u noisy .,-1
362553353,"Spent 2 night March 2016 . first night sit realise bath wipe clean . fill use shower head water control n't work properly . Tiles bathroom noticeably dirty . use damp toilet roll soap clean patch , difference noticeable . fit wear , little chrome leave . Wallpaper bathroom damage two place . Next morning ask housekeeper come room see problem , apologise . Filled form hotel manager , leave Reception , n't get response . Bathroom clean properly second night . Two week return home e mail NH say complain hear nothing , day late e mail apology.Girls Reception helpful , one man offhand.Not 4 * experience ..",-1
167618563,"hotel fraud : air condition july , room book temperature measure watch reach 29 degree centigrade , almost 90 degree farenheit ! ! ! Furthermore much announce & quot ; free wifi & quot ; work snail pace all.Breakfast ok claudia thefront dek quite kind , couldnt aur condition fix .",-1
112234183,"stay street park checkout receive Bill 165 euro say park five day , plus one phone call Italian number , one bottle water fridge , try many time contact NH Cavalieri Group complainwith luck , return home wife mobile miss case , good thing hotel Train stn across road , never use group , stick Great Weston Holiday Innwhen stay Italy future , R.M.Buckland",-1
531511605,"Despite advertise air condition , permanently switch temperature 25 deg C probably save money , result open window suffer noise pollution Station square bus station , restaurant bar kiosk snack drink opposite reception , foreign language tv channel switch , block shower basin take 2 day sort , bed change week , basic breakfast extreme portion control . Rooms comfortable small side clean . visit start badly Receptionist couldnât find reservation screw omit pay breakfast lead embarrass scene breakfast couple day late . best would rate mediocre Lodge Hotel .",-1
213993754,"stay NH Cavalieri follow recommendation coordinator group meet . one night sure would stay . hotel fairly well locate across train station . 20-minute walk central historic area tower - walk . want go tower get bus front hotel make sure 2-euro ticket wo n't take otherwise . hotel fairly modern relatively clean . see hair floor bathroom always red flag . However see anything else place . one night get small 64 euro room . small climb big suitcase get bathroom . room also first floor right next elevator could hear go . LIGHT sleeper get almost sleep due . bed pillow also hard heavy could find comfortable position sleep . first check old gentleman front desk relatively friendly tire speak Italian . However next day need change money get right change get bus get zero help ! WASTED hour half look place exchange money near hotel keep tell go place exchange money - two Western Unions , three bank Chinese shop refer exchange money . know instead waste time people run exact issue . Two lovely English lady get run around . could spend time much wisely . Advice - go tower really nice shop exchange money . really annoy tempt give 1 customer service fact go front desk several time get give right change could get bus tower . never get right change walk 20 minute hot day ! ! ! walker bad knee walk hot day annoy ! ! ! wait three different bus - come every 15 minute never could take bus hotel REFUSED give right change . need 2-euro coin finally give change 5-euro bill ask three different time . know need 2-euro coin . able come change get ride back tell uncomfortable knee hike ! Several people complain front desk service . young man try helpful old bald man real attitude . tell coordinator recommend ever .",-1
213700458,"best thing say hotel convenient train station . Staff generally speak seem interest . Food best average . Bedrooms terrible , bed linen smelt like fry chicken room need good clean . Curtains full holeswhich patch tape . $ 112 per night , still way overprice . Consider option",-1
498815200,"send email Hotel WITHOUT answer : daughter make book Expedia.no NH Pisa , arrive 8th August one night.The problem suposed arrive 8th july , mistake book ( choose wrong month ) .This first time daughter travel boyfriend , student pay themselfs holiday ( work beside study able travel Italy ) may understand afford lose money ! ask help case , please help u change book 8.of july ( one night ) ? accept pay change fee necessary.I hope understand situation thank attention matter.NOTHING , even one word hotel ! ! ! Expedia.no try help call hotel several time unsuccessful one could speak english ! ! week able speak phone Italian ( one hotel speak English ) explain situation ask change book date . tell available room date ! lie face , since hotel site include Expedia.no show room available . simply want help , want put money pocket , think well-being guest ... shame ! ! ! ! ! KEEP â¬â¬â¬â¬â¬â¬â¬In end Expedia.no send voucher could make new book loose money , didnÂ´t need , know satisfy customer good business , good example treat customers.I book another hotel please n't send daughter hole call hotel ! Shame ! ! ! !",-1
86972441,"book pay 3 night accom NH Cavalieri Pisa mid October - due daughter admit hospital ring two day arrival ask cancel book - assure person reception would charge room book cancel . find 4 day late 3 night charge credit card.I try numerous time make contact Hotel Cavalieri avail , one email phone call return respond query charge assure would . also make contact NH Hotels international office also could bother respond question.It fair simple question , one could answer . way hotel itâs owner operate would vary wary book pay accommodation NH Cavalieri matter NH Hotels throughout world . make clear want money customer service appalling.Regards Debra",-1
394213599,"staff rude talk condescend manner . welcome hotel , good morning good even - even look u , talk u . ask open hour important museum Pisa , idea talk Google . ask map Pisa give u foto copy unable read.The wifi terribly slow buy fast 9 EUR , staff canÂ´t tell many hour include get connected.The room equip necessary - iron waterboiler , would expect hotel four star . use shower , make swimmingpool floor unable use make mirror huge burn spot middle.The breakfast bore small selection vary entire week.I could go , think reader understand recommend hotel .",-1
432507703,Ignored request twin bed . Moved dirty room . Itched night . move acceptable room follow night . Ruined trip . Little wayof customer service . offer compensation debit credit card authorisation . response submit complaint .,-1
503135091,Ok plus side location hotel perfect - opposite train station . arrive Pisa Airpot catch airport tram shuttle 5.80 euro return drop train station hotel opposite . 20 minute walk Leaning Tower hotel.We stay third floor wifi useless ....... disappoint . ask reception confirm work hotel . room need update - shower curtain bathroom look like bathroom 50 ! room also well sound proof - hear quite lot room nearby include amorous couple ! stay three night everyday room key need cut stop work .For really let hotel staff - simply behave like n't want warm welcome goodbye fact nothing !,-1
374816100,"Great position opp main rail station Pisa . Please make sure get update modern room twin dÃ©cor 1970 's - wear curtain , threadbare carpet , dent wall door - really good ! WATCH PICKPOCKETS TRAIN PURSE STOLEN WHILST LOADING CASES ONTO TRAIN",-1
118533132,"Location opposite station perfect . Reception area good . Reception staff definitely job . one smile , extremely unhelpful make obvious disturb . bedroom bathroom dirty . room need complete refurbishment bathroom tile need good scrub sanitize . free WiFi advertise reception desk available lobby free half hour pay .",-1
576375889,"Probably would expect 1 2 star hotel.Stayed 1 night 21 April whilst great , acceptable overnight stay . Came back week late stay awful . First stay contemporary room ( apparently upgrade tell second visit ) , second stay classic room - read update perhaps 30 year . awful . Peeling paint ceiling bathroom , stain fade carpet , damage furniture fixture , stain chair , shower curtain screen , one bedside light work , light make alarm noise switch bathroom floor tile look dirty grout black tile chipped.We horrify saw classic room ask move . give key room double bed ( originally request ) bad first actually third bed block mini bar take floor space . tell option upgrade since room occupy . ask quiet room - get probably one noisy room hotel give poor glaze first floor corner load traffic people window . go move different hotel give nearly 8pm travel home next day decide put room . unpleasant last night otherwise lovely holiday.Pros - near station . reason stay hotel . Easy Pisa day trip Florence would recomendation . 's 5 minute Pisa mover airport central station le hour train Florence ( â¬8.40 one way ) . Trains frequent . Cons - Noisy - supposedly sound proof . first room hear television next door anything move corridor - gap door . Second room - street noise , cry baby room across corridor , staff bang around corridor , constant bang doors.Horrible decor classic room - old , outdated , grubby . Ancient tiny TV . tea coffee facility although provide asked.Grubby - room black mould bathroom . Unfriendly least welcome . arrival desk say & quot ; hello check one night & quot ; . greet smile receptionist bark & quot ; passport & quot ; . recognition stay 6 day ago.No bar , room service , restaurant ( breakfast ) . kind vend area tire look sandwich place get refreshment hotel.Near station also mean nice area . n't feel particularly safe , especially give lack visible staff hotel . around 5.30pm one person frontdesk.Poor maintenance - kettle n't work first room one pin plug break lodge socket . One two bedside light work second room . Handle miss wardrobe door second room . Pillows like sandbag - really uncomfortable.I understand hotel four star rat . classic room need serious refurbishment , real facility hotel service poor . concierge anyone help bag . Breakfast passable nothing get excite . self service . first time stay NH hotel certainly last . Dreadful hotel chain representative would n't risk stay another .",-1
118541912,"shame still hotel feel standard care acceptable . grotty , smelly room give u , air condition work . first time 25yrs ask change room hotel . move clean room air condition work , breakfast confirm lack respect customer .",-1
214141269,"book 2 night stay hotel base NH brand , however far bad hotel group stay in.The reception staff need rocket make realise person front pay wage therefore important , lack enthusiasm customer care beyond belief.We unlucky allocate room clearly need TLC , mark wall , stain carpet air con powerful 1970 hair dryer.Location good station airport bus .",-1
381907534,"stay 3 night June . visit twice request upgrade superior room . first attempt receive response , second generate brief answer Italian say would best accommodate wish . arrive inform superior room available . standard room , experience 3 , date need upgrading/renewing/maintenance . change room 3 time first one 2nd floor smelt really badly stale smoke - whole floor smelt like despite sign outside every door say room reserve non-smokers . Puzzlingly , floor sign . room 1st floor find spend one night . Although smelt good small &  39 ; even bedside light . follow morning request either upgrade superior room level refund consideration smallness room . superior room available offer standard room 4th floor least spacious . believe superior room update probably lot good , standard room find either old , dirty , stain carpet unclean , scuff laminate floor , curtain small hole , cranky plumb dirty , chip paintwork .... < /span > < span class= `` fullText hide `` data-hiddenOnPageLoad= `` true `` > stay 3 night June . visit twice request upgrade superior room . first attempt receive response , second generate brief answer Italian say would best accommodate wish . arrive inform superior room available . standard room , experience 3 , date need upgrading/renewing/maintenance . change room 3 time first one 2nd floor smelt really badly stale smoke - whole floor smelt like despite sign outside every door say room reserve non-smokers . Puzzlingly , floor sign . room 1st floor find spend one night . Although smelt good small n't even bedside light . follow morning request either upgrade superior room level refund consideration smallness room . superior room available offer standard room 4th floor least spacious . believe superior room update probably lot good , standard room find either old , dirty , stain carpet unclean , scuff laminate floor , curtain small hole , cranky plumb dirty , chip paintwork . positive side , bed clean comfortable others use , air condition work well . reception staff efficient felt lack personal touch.Apart grind floor reception area hotel atmosphere . corridor carpet dingy brown , door brown common area felt depress institutional . n't even bar hotel . admittedly lovely entrance area self-serve cabinet buy overprice drink snack . also beautiful mezzanine area , sadly , put use all . < /span > < span class= `` taLnk ulBlueLinks moreBtn `` onclick= `` widgetEvCall ( 'handlers.clickExpand ' , event , ) ; `` > < /span >",-1
671843682,"hotel offer clean room night beer arrival ..... achieve neither . room clean . pull chair find debris previous guest . beer ....... well bar helpful night receptionist ask come avail fridge lobby ....... contain beer ..... next suggestion .... minibar . Awesome ... not.On side note ..... tall , sink go knee height lovely view belly button much else bathroom mirror .",-1
377571907,"husband unpleasant experience hotel early week . Whilst 40 min early even room break . manager quick deny responsibility . little help support offer , except say would go police station across city report theft . Later tell another room another floor also entered.Whilst hotel conveniently situate comfortable 's security poor . L.B .",-1
172258134,"book pay full hotel via online book service , arrive say reception guy say could n't find record book . show paper copy online confirmation . finally give u room keep u wait time . ask credit card cover extra 's like minibar . next morning check give u receipt room , question , say & quot ; go charge , couple day check credit card , yes charge u twice . dishonest . try recover via book agent.Also A/c unit sound like tractor run room.DO USE HOTEL .",-1
172223941,"Basic 3 star best . Bad flood bathroom reception say complain write , apology ! ! ! Black slimy damp mark everywhere . wring towel every hour stop flood go bedroom .",-1
523006685,"checkin long arduous experience foyer plush modern think would quite nice place stay.On open room door distinct odour & quot ; old sofa & quot ; . carpet scarlet look like stain scar previous life night club . whole room seedy feel probably suit rent hour international hotel chain . shower n't work way ever feel clean room.I glad one night . gather room renovate clearly . upside , breakfast nice .",-1
563139102,"Despite research email hotel several occasion regard wife wheelchair requirement , hotel disable friendly.We expect access hotel via door back alley ( open say door wife mean leave alone ) , come filthy , smelly access area use equally filthy , smelly service lift , type experience want romantic day away.The staff really bother could n't care less.We eventually change hotel mean waste half day holiday.The room actually OK access service level appal .",-1
79312043,"NH Cavalieri Pisa , Italy4 night stay August website sell : hotel modern build 6 floor , include grind floor . consist 100 room well 3 meet room capacity seat 80 people . situate heart city , short walk away central train station 1km away airport . ideal location reach central office , university best shop well splendid monument ( famous Torre Pendente , etc ) . restaurant offer delicious local international specialities.It n't say hotel website room may get run , old room manky , dusty read online description look photo portray get completely different . first ever stay NH hotel property wonât go back Pisa Iâm sure would brave part cash stay another NH hotel â would change mind ? arrival allocate room 105 & ; 106 . old , date , mark , dusty musty smell room . stink smoke despite ask non smoke rooms.Room 105 â air con wasnât work go back reception employee Marko come listen â say itâs OK â well itâs OK , wasnât . eventually kick rather weak air con.The room dusty , furnish date black scrape mark desktop , toilet temperamental flush â work fine didnât tank sound like constantly fill . Grout tile black furry mould shower head dirt it.The net curtain yellow ting several tear . Carpet huge stain outside rooms.Room 106 reject straight away bed several brown stain sheet along previous guest black hair ! YUK ! ! ! sink also hair still . go complain ignore minute male employee texting mobile , claim didnât speak English despite speak one party early perfect English â tell Marko would see â still apology ! Marko come look go away â didnât seem surprise stain â maybe regular complaint ? ask room move one room reallocate claim full . move another old room â apparently non smoke stink stale smoke . Room 309 much good least clean sheet . remote cover dust . Lots scrape desktop , dirty air con rattle night . Bathroom smelly shower curtain , grout dirty need work . room chair stain â give unclean feel look . Staff seem like didnât care show lack apology give u bed stain ! 4 * hotel ? Youâre laugh.We see new room look huge improvement youâre stick old room spoil stay well staff donât care attitude . complaint make get u nothing feel cause nuisance . ring iron board remember itâs 4 * hotel . give option one bring room someone . ask bring room please . call back say wasnât iron board could bring room hotel didnât â could show room member staff would stay till iron â odd ! BreakfastA basic selection 2 type cereal , 4 type fruit cut , small selection hot food ( bacon scramble egg ) Hard boil egg , cold tomato , bread cake . Orange juice , tea coffee â self service . Kept well stock â hope hygiene level good housekeeping.The locationThe hotel ideally locate opposite central train station easy regular connection Florence Cinque Terre â 5 Euroâs 80 way . aware pickpocket train station â money ready donât go purse/wallet station . Machines several language give change â need validate ticket prior travel â do machine purchase travel soon.Itâs also 25-30 minute walk lean tower â Pisa doesnât actually much feel run place . Use base easy train connection Â½ day visit would transport.Can bite rough look night due amount men hang around group , never cause u issue aware could good.The airport close local train go â take 8 min euro â drop right terminal building.Roundup â outside hotel public area nice look poor room allocate could put severe lack cleanliness room especially bed - Stains bed sheet disgust â still apology . long get cash didnât care . Staff dismissive look bore complaint . Lack facility hotel iron â EXPECT 4 * 2 * old yucky room . upgrade part hotel look much good mean good housekeep ? doubt . Complaints make time certainly didnât go way make issue - stain etc Photos roomâs issue attach .",-1
317667609,"photo website Trip advisor representative refurbish room , one , yet pay price . stay one night give room 109 , room poor condition . Overall room tire , furniture well wear , carpet significantly stain fade , wall stain mark , light switch make worry buzz noise switch , tile break bathroom sealant black mouldy , complain reception staff prepare anything could apologise poor condition . get impression happen lot ! n't room poor condition , leave room next door room ( 110 ) clean look inside see similar condition . Rooms 107 refurbish able see inside whilst clean look nice . convenient location Train Station / Airport ( via Pisa Mover bus ) , breakfast OK get refurbish room would nice . would appear hotel happy fob short stay people old room customer service rubbish complain .",-1
45923522,"arrive 2 night stay -surly staff -apart form Laurent -new guy second chain hotel Spain . Given dirty room , dust everwhere , dead fly bed , wine stain wall cig end balcony . Complained move another room 3rd floor -thanks Laurent ! . Hotel go thru ' refurbishment perhaps give latitude . Breakfast fine staff dismissive unhelpful . Would never go back ! 4 star -think 3 star best .",-1
78491911,"hotel nearly ruin holiday Tuscany . arrive Florence via train please see hotel opposite train station , hotel 's save grace ( i.e . location ) . check give key room . open door hit stench cigarette smoke ( non-smoking room ) . decor date , wall ceiling nicotine stain dirty ; bedside table come desk particularly dirty . room give look nothing like picture website , look smelt like OAP die year ago remove ; beware 'standard ' room . complain reception receptionist n't seem interest help u ask see manager simple wander check someone . show second room contain single bed . add insult injury door room saw maid clean newly refurbish room look like website picture do good standard .",-1
5293431,"read previous review rather apprehensive hotel , due early morning flight airport , decide choose base proximity station . generally agree respondent , although strange odour previously cite seem disappeared.Room functional tire , paper thin divide wall . Breakfast barely edible delight Florence hotel . n't eat meal cheap little pizzeria ( Filipo ) corner.If stay Pisa one night choose upmarket hostelry assume stay brief !",-1
179488082,"previous reviewer , boomerang_10 , spot . hotel get bad . stay year ago recently open fairly impress room good breakfast . Even , staff terrible . year , place start look weary , leaky tap , TV system long work properly , card open door n't work . old guy reception , ( Nicola ? ) , must rude receptionist 've come across 25 year travel Italy . look different hotel next come Pisa .",-1
4522083,"read review check Jolly Pisa , nice experience Jolly Hotel La Spezia . Definalety agree review . enter hotel , hit straight away , smell , sure stale cigarette something else . twin room 4th Floor , room 442 , back hotel , small quite . leave lift , get smell rotten , teach sewage play . get musty , rotten smell bedroom , leave window open everything seem ok . Went pizzeria corner , absolutely great beer good ... also good price . Retired back hotel smell back . tire complain impression Reception care . Thank god 1 night . 2 star US standard . need totally refubished window open let fresh air .",-1
85083910,"stay 3 time really ` . location ideal catch plane Italy home ` ! first room time dirty , shabby hot water . move another provide warm , hot water , still ` date ` . Breakfast bore patch sister hotel Siena .",-1
131210837,"Started great , awesome location ! 5 minute bus airport . Unfortunately make bite howler book hotel wrong night ... staff claim try con nothing could . request see manager helpful make colleague 's shortcoming . end pay 'superior ' room small bad standard room . original staff member hound u phone next hour say card would n't work . say n't go 'd get u throw . attend front desk , straight shower , claim card n't work need find cash ASAP . duly go get cash bank , bring back pay ... find another member staff put charge credit card . spare â¬150 pocket night fly home ... cheer ! ? ! ? ! Unfortunately spoil whole trip Pisa ! ! !",-1
